sample_id,gamma_x,gamma_y,gamma_mag,v,r,f,a,S,b_0,beta_S,s_S,W,L_magnitude
93,-0.3,0.3,0.4242640687119285,0.5,0.5,0.7,0.9,5,0.2,0.4770733353965627,4.9858191625204125,12.25979530678472,5.201390638431891
94,-1.5,2.0,2.5,0.1,0.9,0.7,0.3,0,0.0,0.4057240034982723,4.637486760889573,0.3024,0.756
94,-0.3,0.3,0.4242640687119285,0.1,0.9,0.7,0.3,0,0.0,0.4057240034982723,4.637486760889573,0.3024,0.1282974543784872
95,-1.5,2.0,2.5,0.7,0.1,0.1,0.9,20,0.0,0.6395511595722447,6.9458561930366916,0.12860779719027027,0.32151949297567567
95,-0.3,0.3,0.4242640687119285,0.7,0.1,0.1,0.9,20,0.0,0.6395511595722447,6.9458561930366916,0.12860779719027027,0.05456366730402259
96,-1.5,2.0,2.5,0.9,0.3,0.7,0.3,0,0.6,2.2551606055911275,22.09439764496811,2.3693310406894525,5.923327601723631
96,-0.3,0.3,0.4242640687119285,0.9,0.3,0.7,0.3,0,0.6,2.2551606055911275,22.09439764496811,2.3693310406894525,1.005222027448375
97,-1.5,2.0,2.5,0.7,0.3,0.3,0.5,10,0.8,2.660696962561828,38.342295593996866,1.4414384180968058,3.6035960452420146
97,-0.3,0.3,0.4242640687119285,0.7,0.3,0.3,0.5,10,0.8,2.660696962561828,38.342295593996866,1.4414384180968058,0.6115505280594368
98,-1.5,2.0,2.5,0.9,0.9,0.7,0.5,0,0.4,1.786767084355382,14.103968269896615,40.93746123343319,102.34365308358298
98,-0.3,0.3,0.4242640687119285,0.9,0.9,0.7,0.5,0,0.4,1.786767084355382,14.103968269896615,40.93746123343319,17.36829386563321
99,-1.5,2.0,2.5,0.7,0.3,0.7,0.7,10,0.6,2.010600012795211,39.376679073628566,9.674743715796017,24.186859289490044
99,-0.3,0.3,0.4242640687119285,0.7,0.3,0.7,0.7,10,0.6,2.010600012795211,39.376679073628566,9.674743715796017,4.10464613260878
